Time, Altitude, Velocity, Temperature (F), Voltage
0.00, 0, 0, 91.72, 4.16
0.05, 0, 0, 91.72, 4.16
0.10, 0, 4, 91.72, 4.16
0.15, 0, 0, 91.72, 4.16
0.20, 1, 2, 91.72, 4.16
0.25, 0, 2, 91.74, 4.16
0.30, 0, 2, 91.72, 4.16
0.35, 2, 2, 91.72, 4.16
0.40, 0, 3, 91.72, 4.16
0.45, 0, 4, 91.72, 4.16
0.50, 1, 5, 91.72, 4.16
0.55, 2, 7, 91.72, 4.16
0.60, 2, 10, 91.72, 4.16
0.65, 1, 14, 91.72, 4.16
0.70, 3, 19, 91.72, 4.16
0.75, 4, 26, 91.74, 4.16
0.80, 6, 37, 91.72, 4.16
0.85, 7, 50, 91.72, 4.16
0.90, 10, 68, 91.72, 4.16
0.95, 14, 88, 91.74, 4.16
1.00, 19, 111, 91.72, 4.16
1.05, 27, 134, 91.74, 4.16
1.10, 35, 156, 91.72, 4.16
1.15, 45, 177, 91.72, 4.16
1.20, 53, 196, 91.74, 4.16
1.25, 64, 214, 91.72, 4.16
1.30, 76, 230, 91.72, 4.16
1.35, 89, 247, 91.72, 4.16
1.40, 102, 262, 91.74, 4.16
1.45, 116, 276, 91.74, 4.16
1.50, 129, 291, 91.74, 4.16
1.55, 145, 303, 91.74, 4.16
1.60, 162, 312, 91.72, 4.15
1.65, 178, 317, 91.74, 4.15
1.70, 196, 315, 91.74, 4.15
1.75, 211, 309, 91.74, 4.15
1.80, 226, 299, 91.74, 4.15
1.85, 240, 289, 91.74, 4.15
1.90, 253, 280, 91.74, 4.15
1.95, 267, 273, 91.74, 4.15
2.00, 280, 267, 91.74, 4.15
2.05, 294, 263, 91.74, 4.15
2.10, 306, 258, 91.74, 4.15
2.15, 319, 256, 91.74, 4.15
2.20, 331, 254, 91.74, 4.15
2.25, 344, 253, 91.74, 4.15
2.30, 357, 253, 91.74, 4.15
2.35, 368, 253, 91.74, 4.15
2.40, 383, 252, 91.74, 4.15
2.45, 395, 250, 91.74, 4.15
2.50, 407, 247, 91.74, 4.15
2.55, 419, 243, 91.74, 4.15
2.60, 431, 239, 91.74, 4.15
2.65, 443, 236, 91.74, 4.15
2.70, 455, 232, 91.74, 4.15
2.75, 466, 228, 91.74, 4.15
2.80, 477, 225, 91.74, 4.15
2.85, 488, 223, 91.74, 4.15
2.90, 499, 222, 91.74, 4.15
2.95, 510, 221, 91.74, 4.14
3.00, 521, 221, 91.74, 4.15
3.05, 532, 220, 91.74, 4.15
3.10, 544, 217, 91.74, 4.15
3.15, 554, 214, 91.74, 4.15
3.20, 565, 209, 91.74, 4.15
3.25, 575, 204, 91.74, 4.15
3.30, 585, 200, 91.74, 4.15
3.35, 594, 197, 91.74, 4.15
3.40, 604, 195, 91.74, 4.15
3.45, 614, 193, 91.74, 4.15
3.50, 623, 192, 91.74, 4.15
3.55, 633, 191, 91.74, 4.15
3.60, 643, 190, 91.74, 4.15
3.65, 652, 189, 91.74, 4.15
3.70, 660, 188, 91.76, 4.15
3.75, 671, 187, 91.74, 4.15
3.80, 681, 186, 91.74, 4.15
3.85, 689, 184, 91.76, 4.15
3.90, 698, 182, 91.76, 4.15
3.95, 707, 179, 91.74, 4.15
4.00, 717, 177, 91.74, 4.15
4.05, 724, 175, 91.76, 4.15
4.10, 734, 173, 91.74, 4.15
4.15, 742, 170, 91.76, 4.15
4.20, 751, 167, 91.74, 4.15
4.25, 758, 164, 91.76, 4.15
4.30, 767, 162, 91.76, 4.14
4.35, 774, 161, 91.76, 4.15
4.40, 783, 160, 91.76, 4.15
4.45, 790, 159, 91.76, 4.15
4.50, 799, 158, 91.74, 4.15
4.55, 806, 156, 91.76, 4.15
4.60, 814, 154, 91.76, 4.15
4.65, 822, 152, 91.74, 4.15
4.70, 829, 149, 91.76, 4.15
4.75, 837, 146, 91.76, 4.15
4.80, 844, 143, 91.74, 4.15
4.85, 850, 141, 91.76, 4.15
4.90, 858, 139, 91.76, 4.15
4.95, 864, 138, 91.76, 4.15
5.00, 871, 137, 91.76, 4.15
5.05, 878, 136, 91.76, 4.15
5.10, 885, 135, 91.76, 4.15
5.15, 892, 134, 91.76, 4.15
5.20, 898, 132, 91.76, 4.15
5.25, 905, 129, 91.74, 4.15
5.30, 911, 127, 91.76, 4.15
5.35, 917, 124, 91.76, 4.15
5.40, 924, 122, 91.76, 4.15
5.45, 929, 120, 91.76, 4.15
5.50, 935, 118, 91.76, 4.15
5.55, 941, 116, 91.76, 4.15
5.60, 947, 114, 91.76, 4.15
5.65, 953, 112, 91.76, 4.14
5.70, 957, 111, 91.76, 4.15
5.75, 963, 110, 91.76, 4.15
5.80, 969, 110, 91.76, 4.15
5.85, 974, 109, 91.76, 4.15
5.90, 980, 108, 91.76, 4.15
5.95, 985, 106, 91.76, 4.15
6.00, 991, 103, 91.76, 4.15
6.05, 995, 99, 91.76, 4.15
6.10, 1000, 97, 91.76, 4.15
6.15, 1004, 93, 91.76, 4.15
6.20, 1010, 91, 91.76, 4.15
6.25, 1013, 88, 91.76, 4.15
6.30, 1019, 85, 91.76, 4.15
6.35, 1022, 83, 91.76, 4.15
6.40, 1025, 83, 91.76, 4.15
6.45, 1030, 83, 91.76, 4.15
6.50, 1034, 84, 91.76, 4.15
6.55, 1038, 85, 91.76, 4.15
6.60, 1043, 86, 91.76, 4.15
6.65, 1048, 85, 91.76, 4.15
6.70, 1051, 84, 91.76, 4.15
6.75, 1055, 81, 91.76, 4.15
6.80, 1061, 77, 91.76, 4.15
6.85, 1063, 74, 91.76, 4.15
6.90, 1067, 71, 91.76, 4.15
6.95, 1069, 70, 91.76, 4.15
7.00, 1073, 69, 91.76, 4.15
7.05, 1077, 70, 91.76, 4.14
7.10, 1080, 69, 91.76, 4.15
7.15, 1085, 69, 91.76, 4.15
7.20, 1087, 67, 91.76, 4.15
7.25, 1090, 66, 91.76, 4.15
7.30, 1094, 63, 91.76, 4.15
7.35, 1097, 62, 91.78, 4.15
7.40, 1100, 60, 91.76, 4.15
7.45, 1103, 58, 91.76, 4.15
7.50, 1105, 57, 91.76, 4.15
7.55, 1107, 56, 91.76, 4.15
7.60, 1112, 55, 91.76, 4.15
7.65, 1114, 54, 91.76, 4.15
7.70, 1116, 52, 91.76, 4.15
7.75, 1119, 50, 91.76, 4.15
7.80, 1121, 47, 91.76, 4.15
7.85, 1124, 45, 91.78, 4.15
7.90, 1125, 44, 91.78, 4.15
7.95, 1128, 42, 91.76, 4.15
8.00, 1130, 41, 91.76, 4.15
8.05, 1131, 40, 91.78, 4.15
8.10, 1134, 38, 91.76, 4.15
8.15, 1136, 37, 91.76, 4.15
8.20, 1137, 36, 91.76, 4.15
8.25, 1139, 36, 91.76, 4.14
8.30, 1140, 35, 91.76, 4.15
8.35, 1143, 34, 91.78, 4.15
8.40, 1145, 32, 91.76, 4.15
8.45, 1146, 29, 91.76, 4.15
8.50, 1147, 25, 91.76, 4.15
8.55, 1148, 22, 91.76, 4.15
8.60, 1149, 19, 91.76, 4.15
8.65, 1149, 18, 91.76, 4.15
8.70, 1151, 18, 91.78, 4.15
8.75, 1151, 18, 91.76, 4.15
8.80, 1153, 18, 91.76, 4.15
8.85, 1153, 17, 91.78, 4.15
8.90, 1155, 15, 91.76, 4.15
8.95, 1154, 13, 91.76, 4.15
9.00, 1156, 10, 91.78, 4.15
9.05, 1156, 7, 91.76, 4.15
9.10, 1156, 5, 91.78, 4.15
9.15, 1156, 4, 91.76, 4.15
9.20, 1155, 3, 91.78, 4.15
9.25, 1157, 3, 91.78, 4.15
9.30, 1156, 3, 91.78, 4.15
9.35, 1157, 2, 91.76, 4.15
9.40, 1157, 0, 91.76, 4.15
9.45, 1157, 1, 91.78, 4.15
9.50, 1156, 3, 91.76, 4.15
9.55, 1096, 9, 91.76, 4.14
9.60, 1154, 17, 91.76, 4.15
9.65, 1160, 21, 91.78, 4.15
9.70, 1162, 23, 91.78, 4.15
9.75, 1163, 19, 91.78, 4.15
9.80, 1163, 12, 91.78, 4.15
9.85, 1162, 4, 91.78, 4.15
9.90, 1162, -3, 91.76, 4.15
9.95, 1163, -8, 91.76, 4.15
10.00, 1161, -9, 91.78, 4.15
10.05, 1160, -8, 91.76, 4.15
10.10, 1158, -6, 91.76, 4.15
10.15, 1160, -4, 91.76, 4.15
10.20, 1162, -5, 91.76, 4.15
10.25, 1161, -9, 91.78, 4.15
10.30, 1158, -17, 91.78, 4.15
10.35, 1158, -29, 91.78, 4.15
10.40, 1161, -41, 91.78, 4.15
10.45, 1152, -49, 91.78, 4.15
10.50, 1150, -50, 91.78, 4.14
10.55, 1143, -44, 91.78, 4.15
10.60, 1143, -32, 91.76, 4.15
10.65, 1145, -33, 91.78, 4.15
10.70, 1147, -37, 91.78, 4.15
10.75, 1145, -47, 91.78, 4.15
10.80, 1143, -62, 91.78, 4.15
10.85, 1142, -58, 91.78, 4.15
10.90, 1138, -52, 91.78, 4.15
10.95, 1132, -45, 91.78, 4.15
11.00, 1134, -35, 91.76, 4.15
11.05, 1126, -36, 91.78, 4.15
11.10, 1126, -37, 91.78, 4.15
11.15, 1116, -38, 91.76, 4.15
11.20, 1113, -39, 91.78, 4.15
11.25, 1111, -40, 91.76, 4.15
11.30, 1111, -41, 91.76, 4.15
11.35, 1111, -41, 91.78, 4.15
11.40, 1112, -40, 91.78, 4.14
11.45, 1107, -39, 91.78, 4.14
11.50, 1103, -38, 91.78, 4.15
11.55, 1099, -37, 91.78, 4.15
11.60, 1099, -36, 91.78, 4.15
11.65, 1096, -37, 91.78, 4.15
11.70, 1096, -37, 91.76, 4.15
11.75, 1095, -38, 91.78, 4.15
11.80, 1094, -37, 91.78, 4.15
11.85, 1096, -37, 91.78, 4.14
11.90, 1095, -35, 91.78, 4.15
11.95, 1093, -34, 91.78, 4.15
12.00, 1089, -33, 91.78, 4.15
12.05, 1086, -32, 91.78, 4.15
12.10, 1086, -32, 91.78, 4.15
12.15, 1083, -31, 91.78, 4.15
12.20, 1080, -30, 91.76, 4.15
12.25, 1080, -30, 91.78, 4.15
12.30, 1079, -30, 91.78, 4.15
12.35, 1077, -30, 91.78, 4.15
12.40, 1077, -30, 91.78, 4.15
12.45, 1077, -30, 91.78, 4.15
12.50, 1076, -29, 91.78, 4.15
12.55, 1075, -29, 91.78, 4.15
12.60, 1074, -28, 91.78, 4.15
12.65, 1072, -28, 91.78, 4.15
12.70, 1069, -28, 91.76, 4.15
12.75, 1068, -29, 91.78, 4.15
12.80, 1068, -29, 91.76, 4.15
12.85, 1072, -30, 91.78, 4.14
12.90, 1070, -31, 91.78, 4.15
12.95, 1065, -31, 91.78, 4.15
13.00, 1065, -30, 91.76, 4.15
13.05, 1059, -30, 91.78, 4.15
13.10, 1059, -29, 91.78, 4.15
13.15, 1057, -29, 91.78, 4.15
13.20, 1053, -28, 91.78, 4.15
13.25, 1053, -29, 91.78, 4.15
13.30, 1052, -29, 91.78, 4.15
13.35, 1050, -29, 91.78, 4.15
13.40, 1049, -30, 91.76, 4.15
13.45, 1049, -30, 91.76, 4.14
13.50, 1045, -31, 91.78, 4.14
13.55, 1042, -31, 91.76, 4.15
13.60, 1041, -32, 91.78, 4.15
13.65, 1043, -32, 91.76, 4.15
13.70, 1039, -33, 91.78, 4.15
13.75, 1037, -33, 91.78, 4.15
13.80, 1037, -34, 91.78, 4.15
13.85, 1033, -34, 91.78, 4.15
13.90, 1032, -34, 91.78, 4.15
13.95, 1030, -33, 91.76, 4.15
14.00, 1029, -33, 91.76, 4.15
14.05, 1028, -32, 91.76, 4.15
14.10, 1029, -32, 91.76, 4.15
14.15, 1026, -32, 91.78, 4.15
14.20, 1023, -32, 91.78, 4.15
14.25, 1024, -33, 91.78, 4.15
14.30, 1020, -34, 91.78, 4.15
14.35, 1018, -34, 91.78, 4.15
14.40, 1018, -34, 91.78, 4.15
14.45, 1015, -34, 91.78, 4.15
14.50, 1014, -34, 91.78, 4.15
14.55, 1010, -34, 91.76, 4.15
14.60, 1010, -34, 91.78, 4.15
14.65, 1007, -35, 91.78, 4.15
14.70, 1004, -35, 91.78, 4.15
14.75, 1003, -35, 91.78, 4.15
14.80, 1001, -35, 91.78, 4.15
14.85, 1003, -34, 91.78, 4.15
14.90, 1003, -34, 91.76, 4.15
14.95, 1001, -34, 91.78, 4.15
15.00, 999, -34, 91.78, 4.15
15.05, 996, -34, 91.78, 4.15
15.10, 996, -35, 91.78, 4.15
15.15, 993, -35, 91.78, 4.15
15.20, 987, -35, 91.76, 4.15
15.25, 985, -35, 91.78, 4.15
15.30, 982, -36, 91.78, 4.15
15.35, 983, -37, 91.76, 4.15
15.40, 983, -37, 91.78, 4.15
15.45, 979, -38, 91.78, 4.15
15.50, 977, -38, 91.76, 4.15
15.55, 975, -38, 91.78, 4.15
15.60, 973, -37, 91.76, 4.15
15.65, 971, -36, 91.78, 4.15
15.70, 969, -35, 91.78, 4.15
15.75, 967, -34, 91.78, 4.15
15.80, 968, -34, 91.76, 4.15
15.85, 966, -34, 91.78, 4.15
15.90, 962, -34, 91.78, 4.15
15.95, 961, -35, 91.78, 4.15
16.00, 962, -36, 91.76, 4.15
16.05, 961, -37, 91.76, 4.15
16.10, 959, -37, 91.76, 4.15
16.15, 956, -37, 91.78, 4.15
16.20, 954, -37, 91.78, 4.15
16.25, 951, -36, 91.78, 4.15
16.30, 947, -36, 91.78, 4.15
16.35, 945, -36, 91.76, 4.15
16.40, 939, -36, 91.78, 4.15
16.45, 938, -36, 91.78, 4.15
16.50, 936, -36, 91.76, 4.15
16.55, 935, -36, 91.76, 4.15
16.60, 937, -36, 91.78, 4.15
16.65, 936, -37, 91.78, 4.14
16.70, 937, -37, 91.76, 4.15
16.75, 938, -37, 91.78, 4.15
16.80, 935, -37, 91.78, 4.15
16.85, 938, -37, 91.78, 4.15
16.90, 936, -37, 91.78, 4.15
16.95, 928, -38, 91.78, 4.15
17.00, 922, -38, 91.78, 4.15
17.05, 919, -37, 91.78, 4.15
17.10, 920, -37, 91.76, 4.15
17.15, 918, -36, 91.76, 4.15
17.20, 916, -36, 91.76, 4.14
17.25, 913, -36, 91.76, 4.15
17.30, 910, -36, 91.78, 4.15
17.35, 911, -35, 91.76, 4.15
17.40, 911, -35, 91.76, 4.14
17.45, 907, -35, 91.76, 4.14
17.50, 905, -35, 91.76, 4.15
17.55, 903, -36, 91.78, 4.15
17.60, 898, -37, 91.78, 4.15
17.65, 896, -38, 91.76, 4.15
17.70, 896, -39, 91.76, 4.15
17.75, 895, -39, 91.76, 4.15
17.80, 894, -38, 91.76, 4.15
17.85, 891, -38, 91.76, 4.15
17.90, 886, -37, 91.78, 4.15
17.95, 886, -36, 91.76, 4.15
18.00, 886, -35, 91.76, 4.15
18.05, 888, -35, 91.76, 4.14
18.10, 889, -35, 91.76, 4.15
18.15, 883, -36, 91.78, 4.15
18.20, 880, -37, 91.76, 4.15
18.25, 876, -37, 91.78, 4.15
18.30, 875, -37, 91.76, 4.15
18.35, 875, -37, 91.76, 4.15
18.40, 872, -37, 91.78, 4.15
18.45, 868, -37, 91.76, 4.15
18.50, 868, -37, 91.76, 4.14
18.55, 862, -37, 91.78, 4.15
18.60, 861, -37, 91.76, 4.15
18.65, 858, -36, 91.76, 4.15
18.70, 862, -36, 91.76, 4.15
18.75, 863, -36, 91.76, 4.15
18.80, 860, -37, 91.78, 4.15
18.85, 860, -37, 91.78, 4.15
18.90, 862, -38, 91.76, 4.15
18.95, 857, -38, 91.76, 4.15
19.00, 855, -39, 91.76, 4.15
19.05, 852, -39, 91.78, 4.15
19.10, 847, -39, 91.76, 4.15
19.15, 841, -39, 91.76, 4.15
19.20, 839, -39, 91.76, 4.15
19.25, 837, -38, 91.76, 4.15
19.30, 838, -38, 91.76, 4.15
19.35, 839, -38, 91.76, 4.15
19.40, 837, -38, 91.76, 4.15
19.45, 833, -37, 91.76, 4.15
19.50, 830, -37, 91.76, 4.15
19.55, 825, -36, 91.76, 4.15
19.60, 827, -36, 91.76, 4.15
19.65, 827, -37, 91.76, 4.15
19.70, 824, -38, 91.78, 4.15
19.75, 822, -40, 91.76, 4.14
19.80, 819, -41, 91.76, 4.14
19.85, 813, -41, 91.76, 4.15
19.90, 813, -41, 91.76, 4.15
19.95, 811, -40, 91.76, 4.15
20.00, 810, -39, 91.76, 4.15
20.05, 809, -38, 91.76, 4.15
20.10, 808, -37, 91.76, 4.15
20.15, 804, -37, 91.76, 4.15
20.20, 804, -37, 91.76, 4.15
20.25, 803, -37, 91.76, 4.15
20.30, 799, -38, 91.76, 4.15
20.35, 798, -39, 91.76, 4.15
20.40, 797, -39, 91.76, 4.14
20.45, 791, -39, 91.76, 4.15
20.50, 792, -38, 91.76, 4.15
20.55, 795, -38, 91.76, 4.15
20.60, 790, -38, 91.76, 4.15
20.65, 788, -38, 91.76, 4.15
20.70, 781, -38, 91.76, 4.15
20.75, 779, -38, 91.76, 4.15
20.80, 780, -38, 91.76, 4.15
20.85, 778, -37, 91.76, 4.14
20.90, 777, -37, 91.76, 4.15
20.95, 778, -37, 91.76, 4.15
21.00, 779, -37, 91.76, 4.15
21.05, 775, -37, 91.76, 4.15
21.10, 773, -38, 91.76, 4.15
21.15, 767, -38, 91.76, 4.15
21.20, 765, -39, 91.76, 4.15
21.25, 765, -39, 91.76, 4.15
21.30, 762, -38, 91.76, 4.15
21.35, 759, -37, 91.76, 4.15
21.40, 756, -36, 91.76, 4.15
21.45, 755, -35, 91.76, 4.15
21.50, 754, -36, 91.76, 4.15
21.55, 754, -37, 91.76, 4.15
21.60, 752, -38, 91.74, 4.15
21.65, 748, -38, 91.76, 4.15
21.70, 747, -38, 91.76, 4.15
21.75, 746, -38, 91.76, 4.15
21.80, 743, -38, 91.76, 4.15
21.85, 740, -38, 91.76, 4.15
21.90, 738, -38, 91.76, 4.15
21.95, 738, -38, 91.76, 4.15
22.00, 738, -38, 91.76, 4.15
22.05, 735, -38, 91.74, 4.15
22.10, 732, -38, 91.76, 4.15
22.15, 726, -38, 91.76, 4.15
22.20, 724, -37, 91.76, 4.15
22.25, 727, -37, 91.76, 4.15
22.30, 722, -37, 91.76, 4.15
22.35, 728, -37, 91.76, 4.14
22.40, 731, -37, 91.74, 4.15
22.45, 725, -37, 91.76, 4.15
22.50, 718, -38, 91.76, 4.14
22.55, 713, -38, 91.76, 4.15
22.60, 711, -39, 91.76, 4.14
22.65, 712, -39, 91.74, 4.14
22.70, 707, -39, 91.74, 4.15
22.75, 703, -39, 91.76, 4.15
22.80, 703, -38, 91.74, 4.15
22.85, 703, -36, 91.76, 4.15
22.90, 702, -36, 91.76, 4.14
22.95, 705, -35, 91.76, 4.15
23.00, 701, -36, 91.74, 4.14
23.05, 699, -36, 91.74, 4.15
23.10, 694, -36, 91.74, 4.15
23.15, 692, -35, 91.74, 4.15
23.20, 693, -35, 91.74, 4.15
23.25, 691, -36, 91.74, 4.15
23.30, 687, -37, 91.74, 4.15
23.35, 685, -38, 91.76, 4.15
23.40, 683, -39, 91.74, 4.15
23.45, 679, -38, 91.74, 4.15
23.50, 678, -38, 91.74, 4.15
23.55, 677, -37, 91.74, 4.15
23.60, 672, -36, 91.74, 4.14
23.65, 670, -36, 91.74, 4.15
23.70, 668, -36, 91.74, 4.15
23.75, 667, -36, 91.74, 4.15
23.80, 670, -36, 91.74, 4.15
23.85, 674, -37, 91.74, 4.15
23.90, 673, -38, 91.74, 4.14
23.95, 667, -39, 91.74, 4.15
24.00, 660, -39, 91.74, 4.15
24.05, 658, -38, 91.74, 4.15
24.10, 660, -36, 91.74, 4.15
